location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	places_code	places	keywords
111.718830,32.677564	037县道东200米	淅川县	南阳市	B0FFG9DE8D	[]	南水北调中线渠首环境监测应急中心	河南省	[]	政府机构及社会团体;政府机关;政府机关相关	130100	111.718830	32.677564	410000	河南省	环境监测中心
113.785011,34.240340	葛天大道与魏武路交汇处西北侧长葛市食品药品监督管理局附近	长葛市	许昌市	B01760NAQ9	[]	长葛市环境监测管理站	河南省	[]	政府机构及社会团体;政府机关;政府机关相关	130100	113.785011	34.240340	410000	河南省	环境监测中心
114.667142,33.611149	大庆中路与安居路交叉口西南100米	川汇区	周口市	B0FFHWXCVD	[]	周口市环境监测(东门)	河南省	[]	通行设施;临街院门;临街院门	991400	114.667142	33.611149	410000	河南省	环境监测中心
112.421679,34.673694	王城大道东50米	西工区	洛阳市	B0FFG1UGA1	[]	魔幻光电(黄河流域环境监测中心洛阳分中心西)	河南省	[]	生活服务;生活服务场所;生活服务场所	070000	112.421679	34.673694	410000	河南省	环境监测中心
114.369170,35.923518	人民路与信合路交叉口西150米	汤阴县	安阳市	B0FFFZR2V8	[]	汤阴县环境卫生管理中心	河南省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	114.369170	35.923518	410000	河南省	环境监测中心
113.403901,34.780341	迎春巷2	荥阳市	郑州市	B01730JKYY	[]	荥阳市环境保护监测管理站	河南省	0371-64622601	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	113.403901	34.780341	410000	河南省	环境监测中心
111.634018,33.776500	城关镇伊水路伊禾幼儿园对面祥宇置业二楼	栾川县	洛阳市	B0FFIORSCD	[]	洛阳绿壤环境检测	河南省	[]	政府机构及社会团体;政府机关;政府机关相关	130100	111.634018	33.776500	410000	河南省	环境监测中心
113.652307,35.259026	胜利路1号	获嘉县	新乡市	B017500YXA	[]	获嘉县环境监理站	河南省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	113.652307	35.259026	410000	河南省	环境监测中心
114.374261,36.108574	光辉路26号	北关区	安阳市	B017401P3S	[]	安阳市质量技术监督检验测试中心	河南省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	114.374261	36.108574	410000	河南省	环境监测中心
112.422655,34.673163	王城大道东侧白金都会北3号	西工区	洛阳市	B0FFFT1QKH	[]	美的家用空调科技体验中心	河南省	[]	购物服务;家电电子卖场;家电电子卖场	060300	112.422655	34.673163	410000	河南省	环境监测中心
113.695217,34.755567	人民路街道城北路东12号	金水区	郑州市	B017307GE6	[]	黄河流域水资源保护局机关服务中心	河南省	[]	政府机构及社会团体;政府机关;政府机关相关	130100	113.695217	34.755567	410000	河南省	环境监测中心
113.904938,35.321569	东风路80号	牧野区	新乡市	B0FFFGNHYI	[]	书香门第小区	河南省	[]	商务住宅;住宅区;住宅小区	120302	113.904938	35.321569	410000	河南省	环境监测中心
113.705512,34.773041	纬五路70号	金水区	郑州市	B01730IE7K	[]	开发公司家属院(东1门)	河南省	[]	通行设施;临街院门;临街院门	991400	113.705512	34.773041	410000	河南省	环境监测中心
113.403901,34.780341	迎春巷2	荥阳市	郑州市	B017308CW9	[]	荥阳市环境保护局	河南省	0371-64622601	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	113.403901	34.780341	410000	河南省	环境监测中心
114.667254,33.611090	大庆路与交通路交叉口北20米路西(环境监测站楼下)	川汇区	周口市	B0FFG1HOPK	[]	宏伟电脑	河南省	13838677799	购物服务;家电电子卖场;数码电子	060306	114.667254	33.611090	410000	河南省	环境监测中心
114.374704,36.108520	光辉路11号附近	北关区	安阳市	B01740288F	[]	河南省建筑装饰装修质量监督检验站室内环境检测安阳工作站	河南省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	114.374704	36.108520	410000	河南省	环境监测中心
114.022429,32.980711	交通路866号驻马店市环境监测站楼底下	驿城区	驻马店市	B0FFHDJEI8	[]	科海打印社	河南省	[]	生活服务;生活服务场所;生活服务场所	070000	114.022429	32.980711	410000	河南省	环境监测中心
111.199827,34.768499	上阳南路与虢国路交叉口	湖滨区	三门峡市	B0FFGZUKL1	[]	中国联通营业厅	河南省	0398-8528088	生活服务;电讯营业厅;中国联通营业厅	070604	111.199827	34.768499	410000	河南省	环境监测中心
114.668240,33.618250	大庆路交通路口路西环境监测站楼下	川汇区	周口市	B0FFHBI9KV	[]	邓城猪蹄老店(七一路)	河南省	[]	餐饮服务;中餐厅;中餐厅	050100	114.668240	33.618250	410000	河南省	环境监测中心
113.830612,36.071588	长春大道与太行路交叉口向东500米路北环境监测站旁	林州市	安阳市	B0FFHU5LDB	[]	阿拉优幼孕婴童生活馆	河南省	0372-6808308;18568862466	购物服务;专卖店;儿童用品店	061207	113.830612	36.071588	410000	河南省	环境监测中心
114.667233,33.611075	大庆路与交通路交叉口北20米路西(环境监测站楼下)	川汇区	周口市	B0FFG70Y7J	[]	宏伟广告	河南省	13838677799	生活服务;生活服务场所;生活服务场所	070000	114.667233	33.611075	410000	河南省	环境监测中心
114.001820,33.149540	灈阳大道460号(遂平县环境监测站东南)	遂平县	驻马店市	B0FFG0LKVV	[]	人民银行家属院	河南省	[]	商务住宅;住宅区;住宅区	120300	114.001820	33.149540	410000	河南省	环境监测中心
112.473184,34.153585	人民路与凤山路交叉口东150米	汝阳县	洛阳市	B017B01OKN	[]	汝阳民政	河南省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	112.473184	34.153585	410000	河南省	环境监测中心
114.001832,33.149431	莲花湖街道灈阳大道460号(遂平县环境监测站东南)	遂平县	驻马店市	B0FFGYBU0H	[]	中国人民银行(遂平县支行)	河南省	[]	金融保险服务;银行;中国人民银行	160101	114.001832	33.149431	410000	河南省	环境监测中心
115.669425,34.416728	长江路与中州路交叉口一高分校对面	梁园区	商丘市	B0FFHUXVC6	[]	商丘市环境监督中心	河南省	0370-2532887	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	115.669425	34.416728	410000	河南省	环境监测中心
112.526258,33.014363	车站路与光武路交叉口向北100米路东	卧龙区	南阳市	B0FFHW45XS	[]	浅蓝环境检测治理中心	河南省	13103770505	政府机构及社会团体;公检法机构;公证鉴定机构	130505	112.526258	33.014363	410000	河南省	环境监测中心
113.680699,34.760120	顺河路46号	金水区	郑州市	B017307WRC	[]	中国室内环境检测中心郑州分中心	河南省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	113.680699	34.760120	410000	河南省	环境监测中心
114.371375,36.108574	东工路与东工路三巷交叉口北50米	北关区	安阳市	B0FFHLGZCG	[]	安阳市室内环境检测治理中心	河南省	15637218581	公司企业;公司;公司	170200	114.371375	36.108574	410000	河南省	环境监测中心
114.329627,34.810665	西环城路北段68号附近	龙亭区	开封市	B0FFHK7E73	[]	开封室内环境检测治理服务中心	河南省	15237888167	生活服务;生活服务场所;生活服务场所	070000	114.329627	34.810665	410000	河南省	环境监测中心
113.889175,35.307890	和平路与平原路交叉口向北200米路东(维多利亚公馆1301室)	牧野区	新乡市	B0FFI6BYH1	[]	新乡绿佳室内环境检测治理中心	河南省	15037376781	生活服务;生活服务场所;生活服务场所	070000	113.889175	35.307890	410000	河南省	环境监测中心
113.651960,34.784824	胜鸿小区天明路26号院	金水区	郑州市	B017316RAW	[]	郑州市环保产业协会室内环境检测治理中心	河南省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	113.651960	34.784824	410000	河南省	环境监测中心
116.449422,33.932510	雪枫路与永兴街交叉口向西300米路北(干锅丫头斜对面)	永城市	商丘市	B0FFGA2L66	[]	军创佳美室内环境污染检测治理中心	河南省	0370-5182444;13803976444	购物服务;专卖店;专营店|生活服务;生活服务场所;生活服务场所	061200|070000	116.449422	33.932510	410000	河南省	环境监测中心
113.840479,34.579171	华夏大道东侧郑港五路1号	新郑市	郑州市	B0FFIB7THI	[]	天津航天瑞莱科技有限公司郑州分部	河南省	0371-89907668;18203612034	公司企业;公司;公司	170200	113.840479	34.579171	410000	河南省	环境监测中心
113.672581,34.809211	北环路与渠东路交汇处东200米路南河南新网环境检测中心附近	金水区	郑州市	B0FFFWJLY6	[]	河南公共场所检测中心(博客工社北)	河南省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	113.672581	34.809211	410000	河南省	环境监测中心
113.798882,35.460289	新建街52号	辉县市	新乡市	B0FFGQII7P	[]	青锐室内环保检测治理咨询中心	河南省	[]	公司企业;公司;公司	170200	113.798882	35.460289	410000	河南省	环境监测中心
114.014789,33.574907	嵩山路601号	源汇区	漯河市	B018B000M6	[]	漯河市环境保护局	河南省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	114.014789	33.574907	410000	河南省	环境监测中心
114.330240,34.800170	西环路中段36号银地商务5层	鼓楼区	开封市	B0FFFDNX7V	[]	河南新网检测中心	河南省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	114.330240	34.800170	410000	河南省	环境监测中心
116.486497,39.321493	会昌街273号	永清县	廊坊市	B0FFHNKDBZ	[]	环境监测中心	河北省	[]	政府机构及社会团体;政府机关;政府机关相关	130100	116.486497	39.321493	130000	河北省	环境监测中心
114.535736,38.024905	槐岭路32号	裕华区	石家庄市	B013703IXW	[]	石家庄市环境监测中心	河北省	0311-85259877	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	114.535736	38.024905	130000	河北省	环境监测中心
116.294387,39.437767	新中街111号附近	固安县	廊坊市	B0FFGHFSWN	[]	固安县环境监测中心	河北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	116.294387	39.437767	130000	河北省	环境监测中心
118.177129,39.651852	建设北路54号	路北区	唐山市	B013B02ZQX	[]	唐山市环境监测中心站	河北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	118.177129	39.651852	130000	河北省	环境监测中心
114.389385,40.679068	怀远路东100米	怀安县	张家口市	B01390QDLZ	[]	怀安县环境监测中心	河北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	114.389385	40.679068	130000	河北省	环境监测中心
117.913898,40.971566	石洞子沟塔西街5号	双桥区	承德市	B013A03KMY	[]	承德市环境监测中心站	河北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	117.913898	40.971566	130000	河北省	环境监测中心
114.566424,38.013014	雅清街30号	裕华区	石家庄市	B0FFFDXN04	[]	河北省环境监测中心站	河北省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	114.566424	38.013014	130000	河北省	环境监测中心
114.506064,36.612137	展览路19号	丛台区	邯郸市	B0FFGYFYFY	[]	邯郸市环境监测中心站	河北省	[]	政府机构及社会团体;政府及社会团体相关;政府及社会团体相关	130000	114.506064	36.612137	130000	河北省	环境监测中心
114.546351,38.039803	建华南大街85号	长安区	石家庄市	B013702221	[]	河北省水环境监测中心	河北省	[]	政府机构及社会团体;政府机关;省直辖市级政府及事业单位	130102	114.546351	38.039803	130000	河北省	环境监测中心
119.621458,39.912051	南山街32号	海港区	秦皇岛市	B014F01495	[]	秦皇岛海洋环境监测中心站	河北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	119.621458	39.912051	130000	河北省	环境监测中心
115.644493,37.732805	康泰街496号	桃城区	衡水市	B013E00FGQ	[]	河北省衡水水环境监测中心	河北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	115.644493	37.732805	130000	河北省	环境监测中心
114.535781,38.024779	槐岭路32号	裕华区	石家庄市	B0FFHMG1VY	[]	石家庄市环境检测中心宿舍	河北省	[]	商务住宅;住宅区;宿舍	120303	114.535781	38.024779	130000	河北省	环境监测中心
117.947586,41.004677	北兴隆街235号	双桥区	承德市	B013A0PQ1H	[]	承德森林草原生态环境监测中心	河北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	117.947586	41.004677	130000	河北省	环境监测中心
114.439662,38.021967	振头街道振岗路120号	桥西区	石家庄市	B013705OKF	[]	河北省交通规划设计院环境监测中心	河北省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	114.439662	38.021967	130000	河北省	环境监测中心
114.439660,38.021967	振岗路120号	桥西区	石家庄市	B013705OKG	[]	河北省交通科学研究所环境监测中心	河北省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	114.439660	38.021967	130000	河北省	环境监测中心
115.289702,40.502192	府东街1号	下花园区	张家口市	B013902L2G	[]	张家口市下花园区环境监测中心	河北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	115.289702	40.502192	130000	河北省	环境监测中心
117.091568,39.980579	东外环	三河市	廊坊市	B013C0IFP8	[]	三河市新环环境检测中心	河北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	117.091568	39.980579	130000	河北省	环境监测中心
115.537386,38.228445	光明街北50米	安平县	衡水市	B0FFI77U9E	[]	衡水市安平县环境检测中心	河北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	115.537386	38.228445	130000	河北省	环境监测中心
118.479310,40.606007	滨河街76号附近	宽城满族自治县	承德市	B013A0PSG7	[]	北京市劳动保护科学研究所环境检测中心驻宽城满族自治县检测站	河北省	[]	政府机构及社会团体;政府机关;外地政府办	130107	118.479310	40.606007	130000	河北省	环境监测中心
114.506045,36.612214	展览路19号附近	丛台区	邯郸市	B0FFIKN5DF	[]	河北省邯郸环境监测中心(北门)	河北省	[]	通行设施;临街院门;临街院正门	991401	114.506045	36.612214	130000	河北省	环境监测中心
116.863779,38.316752	清池北大道11号附近	新华区	沧州市	B0FFI00JIP	[]	河北省沧州环境监测中心(西北门)	河北省	[]	通行设施;临街院门;临街院门	991400	116.863779	38.316752	130000	河北省	环境监测中心
116.708530,39.550718	北凤道200号	广阳区	廊坊市	B013C160M2	[]	廊坊市环境监测监理中心	河北省	[]	政府机构及社会团体;政府机关;政府机关相关	130100	116.708530	39.550718	130000	河北省	环境监测中心
118.160399,39.639535	兴源道59号	路北区	唐山市	B0FFFEEMKI	[]	唐山地质环境监测预报中心	河北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	118.160399	39.639535	130000	河北省	环境监测中心
114.536656,38.025500	兴苑街58号	裕华区	石家庄市	B013705MO4	[]	河北省水环境监测实验中心	河北省	[]	科教文化服务;科研机构;科研机构	141300	114.536656	38.025500	130000	河北省	环境监测中心
114.503336,36.575633	学院北路与罗南街交叉口东南50米	邯山区	邯郸市	B013601L0J	[]	河北省水环境监测中心邯郸分中心	河北省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	114.503336	36.575633	130000	河北省	环境监测中心
118.187820,39.620785	国防道1号路南财经大厦23层	路南区	唐山市	B0FFG1KKFI	[]	河北省水环境监测中心唐秦分中心	河北省	[]	政府机构及社会团体;政府机关;政府机关相关	130100	118.187820	39.620785	130000	河北省	环境监测中心
118.257594,39.665606	荣盛道36号	开平区	唐山市	B0FFH4X1PV	[]	唐山开平区碧艾室内环境监测服务中心	河北省	[]	政府机构及社会团体;政府机关;政府机关相关	130100	118.257594	39.665606	130000	河北省	环境监测中心
118.177186,39.652881	建设北路60号附近	路北区	唐山市	B0FFGBJKL5	[]	停车场(唐山市环境监测中心站北)	河北省	[]	交通设施服务;停车场;公共停车场	150904	118.177186	39.652881	130000	河北省	环境监测中心
115.474817,38.855059	天威中路1350号附近	莲池区	保定市	B0FFH0GA7I	[]	北京中环物研环境质量监测中心保定办事处	河北省	[]	公司企业;公司;公司	170200	115.474817	38.855059	130000	河北省	环境监测中心
115.221574,40.373725	南关大街与西关路交叉口北150米	涿鹿县	张家口市	B013903GHT	[]	涿鹿县环境监测管理站	河北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	115.221574	40.373725	130000	河北省	环境监测中心
114.533685,38.023029	体育大街槐安路东北角	裕华区	石家庄市	B01370XLM3	[]	中国建设银行24小时自助银行(石家庄市环境监测中心西南)	河北省	[]	金融保险服务;自动提款机;中国建设银行ATM	160303	114.533685	38.023029	130000	河北省	环境监测中心
115.963193,37.351699	西环路25号	故城县	衡水市	B0FFGA1C59	[]	衡水鼎盛建筑工程检测公司环境污染监测治理中心	河北省	[]	公司企业;公司;公司	170200	115.963193	37.351699	130000	河北省	环境监测中心
118.161684,39.640842	兴源道凤凰园东门西斜对面胡同北行100米	路北区	唐山市	B0FFG50ZA2	[]	回味从前(唐山地质环境监测预报中心东北)	河北省	0315-2818000	餐饮服务;中餐厅;中餐厅	050100	118.161684	39.640842	130000	河北省	环境监测中心
115.810693,39.255592	迎宾南大街102号	定兴县	保定市	B0FFFVMALV	[]	定兴县环境检测站	河北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	115.810693	39.255592	130000	河北省	环境监测中心
114.536656,38.025500	槐底街道兴苑街58号	裕华区	石家庄市	B013704OM2	[]	河北省地质环境监测总站	河北省	[]	政府机构及社会团体;政府机关;省直辖市级政府及事业单位	130102	114.536656	38.025500	130000	河北省	环境监测中心
117.23706,38.054802	海泊路北50米	盐山县	沧州市	B013D00PMN	[]	商贸城(盐山县环境监测站东北)	河北省	[]	购物服务;商场;普通商场	060102	117.23706	38.054802	130000	河北省	环境监测中心
116.457084,38.874443	广场西街3	文安县	廊坊市	B013C0IM1H	[]	文安县环保局检测中心	河北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	116.457084	38.874443	130000	河北省	环境监测中心
115.498353,39.359268	同兴西路99号	易县	保定市	B013801FOL	[]	保定水土保持生态环境监测分站	河北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	115.498353	39.359268	130000	河北省	环境监测中心
114.900033,40.808305	东兴大街1号	桥东区	张家口市	B013901YQP	[]	张家口市水土保持生态环境监测分站	河北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	114.900033	40.808305	130000	河北省	环境监测中心
115.520994,40.407016	存瑞东街(怀来县环境保护监测站西北)	怀来县	张家口市	B013903KDP	[]	诗雪美容美体(怀来县环境保护监测站西北)	河北省	[]	生活服务;美容美发店;美容美发店	071100	115.520994	40.407016	130000	河北省	环境监测中心
118.177024,39.650759	建设北路附近	路北区	唐山市	B013B0S1KO	[]	龙厨盛宴停车场	河北省	[]	交通设施服务;停车场;公共停车场	150904	118.177024	39.650759	130000	河北省	环境监测中心
115.220251,40.374491	涿鹿镇光明街73号	涿鹿县	张家口市	B0FFHRBQI3	[]	正宗云南过桥米线(涿鹿县环境监测管理站西北)	河北省	15830306160	餐饮服务;中餐厅;特色/地方风味餐厅	050118	115.220251	40.374491	130000	河北省	环境监测中心
115.474689,38.829892	莲池区太行路1088号	莲池区	保定市	B013801D20	[]	保定市南市环境监察大队	河北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	115.474689	38.829892	130000	河北省	环境监测中心
115.514520,38.864348	莲池区保定市环境保护监测站2号楼	莲池区	保定市	B0FFF8U3MQ	[]	环境保护局宿舍2号楼	河北省	[]	地名地址信息;门牌信息;楼栋号	190403	115.514520	38.864348	130000	河北省	环境监测中心
115.056042,40.608835	宣府大街55号(宣化环境监测站西南)	宣化区	张家口市	B013903IRX	[]	七匹狼(石头巷1号院西北)	河北省	[]	购物服务;专卖店;专营店	061200	115.056042	40.608835	130000	河北省	环境监测中心
115.216184,37.945954	辛集镇兴华路北段复明眼科北邻	辛集市	石家庄市	B0FFGYEYQA	[]	河北清源环境监测	河北省	0311-83309005	公司企业;公司;公司	170200	115.216184	37.945954	130000	河北省	环境监测中心
115.271038,40.955865	裕兴路中段	崇礼区	张家口市	B013902CML	[]	中国石化加油站(裕兴路)	河北省	[]	汽车服务;加油站;中国石化	010101	115.271038	40.955865	130000	河北省	环境监测中心
115.518778,40.410949	永安西街与长城北路交叉口西100米	怀来县	张家口市	B0FFG4V08S	[]	海尔专卖店(国宁店)	河北省	0313-6223788	购物服务;家电电子卖场;综合家电商场	060301	115.518778	40.410949	130000	河北省	环境监测中心
115.521259,40.406960	沙城京张公路东大街(怀来县环境保护监测站西北)	怀来县	张家口市	B01390P2LA	[]	华佳广场(长城中路)	河北省	[]	商务住宅;住宅区;住宅小区|购物服务;商场;普通商场	120302|060102	115.521259	40.406960	130000	河北省	环境监测中心
118.686186,41.001751	兴平南路86号附近	平泉市	承德市	B013A00H2X	[]	平泉市建筑工程质量检测站	河北省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	118.686186	41.001751	130000	河北省	环境监测中心
114.686531,37.005353	开元路130号	南和县	邢台市	B0FFG909Q3	[]	南和县环境保护局	河北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	114.686531	37.005353	130000	河北省	环境监测中心
116.838563,38.315287	新华西路颐和装饰城壁纸厅2楼	运河区	沧州市	B0FFGT1HU5	[]	尚洁室内环境检测服务中心	河北省	18233714733	政府机构及社会团体;政府及社会团体相关;政府及社会团体相关	130000	116.838563	38.315287	130000	河北省	环境监测中心
116.577599,38.078738	建设南街与建设路交叉口西北100米	泊头市	沧州市	B0FFGXTS2R	[]	泊头市净美环境检测治理中心	河北省	[]	政府机构及社会团体;政府及社会团体相关;政府及社会团体相关	130000	116.577599	38.078738	130000	河北省	环境监测中心
114.452715,38.031002	友谊南大街175号	桥西区	石家庄市	B013705DKR	[]	国家环境计量检测技术中心(友谊南大街店)	河北省	[]	科教文化服务;科研机构;科研机构	141300	114.452715	38.031002	130000	河北省	环境监测中心
115.009558,38.515960	兴华东路南50米	定州市	保定市	B0FFI4D8RA	[]	定州市佳梦室内环境检测服务中心	河北省	13473292975;13343025772	政府机构及社会团体;政府及社会团体相关;政府及社会团体相关	130000	115.009558	38.515960	130000	河北省	环境监测中心
115.681346,37.723670	永兴路与自强街交叉口南100米	桃城区	衡水市	B0FFHK19LH	[]	晨升环境室内污染检测治理中心(衡水店)	河北省	0318-7018261;18931818161	生活服务;生活服务场所;生活服务场所	070000	115.681346	37.723670	130000	河北省	环境监测中心
114.690176,37.005433	富强路279号附近	南和县	邢台市	B0FFH71358	[]	美博士室内环境检测治理中心(南和站)	河北省	[]	生活服务;生活服务场所;生活服务场所	070000	114.690176	37.005433	130000	河北省	环境监测中心
117.090840,39.978600	外环路附近	三河市	廊坊市	B0FFF9OXUA	[]	交通局驾校加油站(三河市新环环境检测中心西南)	河北省	[]	汽车服务;加油站;加油站	010100	117.090840	39.978600	130000	河北省	环境监测中心
117.091531,39.980387	东环路21号	三河市	廊坊市	B0FFF9OXUI	[]	宝峰饭店(三河市新环环境检测中心南)	河北省	13931673224	餐饮服务;中餐厅;中餐厅	050100	117.091531	39.980387	130000	河北省	环境监测中心
114.846760,38.025204	工业西路7号附近	藁城区	石家庄市	B0FFHUBB0Y	[]	云海保洁服务中心室内环境污染净化治理检测中心	河北省	[]	政府机构及社会团体;公检法机构;公证鉴定机构|生活服务;生活服务场所;生活服务场所	130505|070000	114.846760	38.025204	130000	河北省	环境监测中心
114.582290,38.055004	谈固街道和平东路399号	长安区	石家庄市	B0FFHUF19O	[]	白佛安保机动车检测站	河北省	0311-85035858	政府机构及社会团体;交通车辆管理;验车场	130603	114.582290	38.055004	130000	河北省	环境监测中心
119.154579,39.685971	261省道西100米	昌黎县	秦皇岛市	B014F06XT0	[]	昌黎县环境保护局	河北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	119.154579	39.685971	130000	河北省	环境监测中心
115.879223,31.677431	南溪路与金武巷交叉口西南50米	金寨县	六安市	B023400B6B	[]	金寨环境监测中心	安徽省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	115.879223	31.677431	340000	安徽省	环境监测中心
118.764395,30.941456	望溪巷与鳌峰中路交叉口北50米	宣州区	宣城市	B0FFI1VFD6	[]	宣城市环境监测中心	安徽省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	118.764395	30.941456	340000	安徽省	环境监测中心
118.339406,29.706772	阳湖镇花山路3号	屯溪区	黄山市	B0FFF5TQUU	[]	黄山市环境监测中心	安徽省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	118.339406	29.706772	340000	安徽省	环境监测中心
117.255554,31.854853	长江西路278号	蜀山区	合肥市	B022700D3D	[]	合肥市环境监测中心站	安徽省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	117.255554	31.854853	340000	安徽省	环境监测中心
118.366035,31.350288	赭山西路3-29号	镜湖区	芜湖市	B022900SFR	[]	芜湖市环境监测中心站	安徽省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	118.366035	31.350288	340000	安徽省	环境监测中心
117.277085,31.838801	桐江路19号安徽省水文档案馆附近	包河区	合肥市	B02270IQLX	[]	安徽省水环境监测中心	安徽省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	117.277085	31.838801	340000	安徽省	环境监测中心
116.560548,33.274440	北蒙大道北段与203省道交叉口南150米	蒙城县	亳州市	B0FFGLPW6S	[]	蒙城水环境监测中心	安徽省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	116.560548	33.274440	340000	安徽省	环境监测中心
116.992213,33.670235	洪河路108号附近	埇桥区	宿州市	B0FFGEH12M	[]	安徽省宿州水环境监测中心	安徽省	0557-2220186	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	116.992213	33.670235	340000	安徽省	环境监测中心
118.751995,30.940948	鳌峰西路78号	宣州区	宣城市	B023301W91	[]	宣城市地质环境监测中心	安徽省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	118.751995	30.940948	340000	安徽省	环境监测中心
118.315294,32.304837	天长东路96-98号	琅琊区	滁州市	B022602926	[]	安徽省滁州水环境监测中心	安徽省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	118.315294	32.304837	340000	安徽省	环境监测中心
117.289616,31.733969	洞庭湖路3355号	包河区	合肥市	B0FFF8VRBE	[]	安徽省渔业环境监测中心	安徽省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	117.289616	31.733969	340000	安徽省	环境监测中心
117.254918,31.855260	长江西路203号附近	蜀山区	合肥市	B0FFH19894	[]	飞达房产(合肥市环境监测中心站西北)	安徽省	[]	生活服务;中介机构;中介机构	071600	117.254918	31.855260	340000	安徽省	环境监测中心
118.321333,32.304266	琅琊东路286号	琅琊区	滁州市	B022604MXU	[]	滁州市环境监测站职工住宅1号3号	安徽省	[]	商务住宅;住宅区;住宅小区	120302	118.321333	32.304266	340000	安徽省	环境监测中心
117.375076,32.953781	国强街	龙子湖区	蚌埠市	B022800HPA	[]	安徽省蚌埠水环境监测中心	安徽省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	117.375076	32.953781	340000	安徽省	环境监测中心
118.381492,31.321302	九华中路322-5号	镜湖区	芜湖市	B02290HXOG	[]	安徽省芜湖水环境监测中心	安徽省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	118.381492	31.321302	340000	安徽省	环境监测中心
118.317741,32.296504	凤凰西路	琅琊区	滁州市	B02260QOGM	[]	安徽省滁州水环境监测中心	安徽省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	118.317741	32.296504	340000	安徽省	环境监测中心
117.863367,31.589513	官圩路115号	巢湖市	合肥市	B023500SXM	[]	安徽省巢湖水环境监测中心	安徽省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	117.863367	31.589513	340000	安徽省	环境监测中心
118.260380,29.765938	蓬莱路3号	屯溪区	黄山市	B0FFI8R3FG	[]	浙皖水环境监测中心	安徽省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	118.260380	29.765938	340000	安徽省	环境监测中心
117.295346,31.861604	红星路1号	庐阳区	合肥市	B0FFIOULEE	[]	安徽省人居环境监测中心	安徽省	[]	政府机构及社会团体;政府机关;政府机关相关	130100	117.295346	31.861604	340000	安徽省	环境监测中心
